Date,All_sum_tot_postpan,All_sum_tot_prepan,Subways_sum_tot_postpan,Subways_sum_tot_prepan,Buses_sum_tot_postpan,Buses_sum_tot_prepan,LIRR_sum_tot_postpan,LIRR_sum_tot_prepan,Metro_North_sum_tot_postpan,Metro_North_sum_tot_prepan,Access_A_Ride_sum_tot_postpan,Access_A_Ride_sum_tot_prepan,Bridges_and_Tunnels_sum_tot_postpan,Bridges_and_Tunnels_sum_tot_prepan,Staten_Island_Railway_sum_tot_postpan,Staten_Island_Railway_sum_tot_prepan,All_perc_postpan_as_prepan,Subways_perc_postpan_as_prepan,Buses_perc_postpan_as_prepan,LIRR_perc_postpan_as_prepan,Metro_North_perc_postpan_as_prepan,Access_A_Ride_perc_postpan_as_prepan,Bridges_and_Tunnels_perc_postpan_as_prepan,Staten_Island_Railway_perc_postpan_as_prepan,All_pred,Subways_pred,Buses_pred,LIRR_pred,Metro_North_pred,Access_A_Ride_pred,Bridges_and_Tunnels_pred,Staten_Island_Railway_pred
2020-08-23,11891807,42563691.55631593,6808329,25988688.547008548,170914,8545700.0,374233,1585824.2753623188,184987,1380697.9487179487,95100,139861.7627407699,4244059,4855971.941741,14185,66947.08074534162,28.0,26.0,2.0,24.0,13.0,68.0,87.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-30,17169341,47849591.07533386,7452077,28465419.646723647,4760696,11311988.061531965,403089,1625713.3196457326,196993,1427759.2490842491,97319,146967.81832494767,4243099,4789745.319204605,16068,81997.66081871346,36.0,26.0,42.0,25.0,14.0,66.0,89.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-06,16855114,43546383.62453234,7270852,25620216.331283472,4796040,10388550.847176079,427440,1410070.32329399,199320,1232963.7535014006,91858,135980.66162510804,4054467,4686869.297663905,15137,71732.4099883856,39.0,28.0,46.0,30.0,16.0,68.0,87.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-13,18772526,48590175.47150888,8387179,28920563.981937602,5432683,11608187.742830712,441068,1621593.5185185187,214543,1451515.8823529412,104428,148328.12774184436,4174934,4754909.313365362,17691,85076.90476190476,39.0,29.0,47.0,27.0,15.0,70.0,88.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-20,19026661,48523120.550928466,8541931,28865615.052968904,5492501,11587134.22563984,447715,1645967.4603174604,218584,1437861.9887955182,105879,147872.6920609468,4201499,4752752.312963977,18552,85916.81818181818,39.0,30.0,47.0,27.0,15.0,72.0,88.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-27,18819652,48414045.56592451,8491894,28873817.974387497,5419635,11539123.8711951,440704,1620690.6084656084,216992,1427566.5826330532,103554,148323.66236516443,4128574,4717395.810601025,18299,87127.05627705628,39.0,29.0,47.0,27.0,15.0,70.0,88.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,19348343,47963482.2709043,8813947,28805566.963292547,5607065,11259137.142857142,430183,1570080.5714285714,227082,1455340.0,107711,149183.5077434221,4143498,4635208.566102105,18857,88965.51948051948,40.0,31.0,50.0,27.0,16.0,72.0,89.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,18204192,48038470.56950234,8363593,28858649.36455068,5120044,11280844.40777567,416587,1579042.5606641122,220731,1432723.8095238095,103410,148572.54255178783,3962529,4650565.089649073,17298,88072.79478721126,38.0,29.0,45.0,26.0,15.0,70.0,85.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,19512828,47717719.99367358,8980129,28600518.77016129,5628552,11212776.412164867,440604,1573913.9071337348,228746,1448385.8333333335,109864,148862.65995438598,4106049,4645006.783220338,18884,88255.6277056277,41.0,31.0,50.0,28.0,16.0,74.0,88.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-25,18866245,47698419.99450593,8798335,28574794.488783833,5343001,11225205.388405468,426846,1558065.588115588,219310,1461678.988095238,108113,149327.9997088255,3953084,4639723.744404503,17556,89623.7969924812,40.0,31.0,48.0,27.0,15.0,72.0,85.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,18800857,47110808.38956262,8672419,28171292.632663034,5440829,10925688.044947604,427375,1643762.717948718,208864,1411421.848739496,109313,156169.6083043853,3924551,4717515.6855125865,17506,84957.85144679881,40.0,31.0,50.0,26.0,15.0,70.0,83.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,18810301,42192759.868120536,8797687,24972353.870356794,5348049,9759283.935852107,438960,1412232.6673326674,211291,1247334.727443609,108958,143238.85138966277,3888019,4588001.715739423,17337,70314.10000627392,45.0,35.0,55.0,31.0,17.0,76.0,85.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-15,18961636,47079995.20655768,8876243,28091009.879032258,5373530,10966736.761904761,432561,1638501.7094017095,206537,1415387.3214285714,112490,156231.50684931508,3942662,4727429.694607738,17613,84698.33333333333,40.0,32.0,49.0,26.0,15.0,72.0,83.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,15720925,37422060.0092552,6986203,21939834.302957702,4371640,8556020.622476889,420787,1179613.2879315806,174051,1063941.1309523808,90107,131132.27814746767,3665450,4494788.339656425,12687,56730.04713275726,42.0,32.0,51.0,36.0,16.0,69.0,82.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,17720271,44774477.50973763,8303120,26835109.731934734,5038798,10234124.82426933,374408,1599758.3333333335,184107,1394653.8461538462,109057,148102.84773993635,3694591,4483223.719957248,16190,79504.20634920636,40.0,31.0,49.0,23.0,13.0,74.0,82.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,18204173,44332865.82217896,8447072,26726282.77062898,5225897,9972938.062251186,384118,1574241.0,189230,1412107.6923076923,111656,146152.15108731692,3829949,4423000.098284737,16251,78144.04761904762,41.0,32.0,52.0,24.0,13.0,76.0,87.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,15903800,44380563.532535106,7752038,26753797.847439915,4365050,10014052.790050976,317871,1553900.2337662338,161765,1419278.4432234433,91538,146213.2787585769,3201631,4414972.430524028,13907,78348.50877192982,36.0,29.0,44.0,20.0,11.0,63.0,73.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,15655995,40037601.90050585,7047208,23873785.993819777,4260940,9035087.82200732,374737,1363037.2150997152,174827,1236647.9853479853,92311,134539.9462924463,3693466,4329453.3138784515,12506,65049.624060150374,39.0,30.0,47.0,27.0,14.0,69.0,85.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,14577199,39384487.46018414,6536528,23459774.84400657,3972522,8950933.244568037,343902,1342468.97985348,176325,1201536.6106442576,82586,129649.83243741968,3453255,4234751.80840992,12081,65372.14026445424,37.0,28.0,44.0,26.0,15.0,64.0,82.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
