Date,All_sum_tot_postpan,All_sum_tot_prepan,Subways_sum_tot_postpan,Subways_sum_tot_prepan,Buses_sum_tot_postpan,Buses_sum_tot_prepan,LIRR_sum_tot_postpan,LIRR_sum_tot_prepan,Metro_North_sum_tot_postpan,Metro_North_sum_tot_prepan,Access_A_Ride_sum_tot_postpan,Access_A_Ride_sum_tot_prepan,Bridges_and_Tunnels_sum_tot_postpan,Bridges_and_Tunnels_sum_tot_prepan,Staten_Island_Railway_sum_tot_postpan,Staten_Island_Railway_sum_tot_prepan,All_perc_postpan_as_prepan,Subways_perc_postpan_as_prepan,Buses_perc_postpan_as_prepan,LIRR_perc_postpan_as_prepan,Metro_North_perc_postpan_as_prepan,Access_A_Ride_perc_postpan_as_prepan,Bridges_and_Tunnels_perc_postpan_as_prepan,Staten_Island_Railway_perc_postpan_as_prepan,All_pred,Subways_pred,Buses_pred,LIRR_pred,Metro_North_pred,Access_A_Ride_pred,Bridges_and_Tunnels_pred,Staten_Island_Railway_pred
2023-05-14,42320392,58357867.431252494,23979723,34252586.29586913,8891290,13695615.471627962,1285463,1812212.9260567299,1165530,1690275.802615259,178400,181511.79051338974,6780201,6630674.847066035,39785,94990.29750398145,73.0,70.0,65.0,71.0,69.0,98.0,102.0,42.0,38089059.418828,21210344.83638107,8022770.192023202,1200692.5527361138,1058386.815175989,175688.7120587104,6384017.706785099,37158.60366782043
2023-05-21,41492301,58406827.959157854,23221740,34284488.689879425,8833013,13731080.515042635,1285344,1806875.8912899576,1220179,1684315.039005951,177677,181213.2477602752,6713549,6623551.687831651,40799,95302.88834795462,71.0,68.0,64.0,71.0,72.0,98.0,101.0,43.0,38135646.01200023,21246316.081189908,8020686.068832482,1205235.9763946622,1062376.2412463846,176345.59944629716,6387470.0202683695,37216.0246221281
2023-05-28,38769182,53267727.4155141,21499716,30903410.234448925,8148374,12305343.959833188,1188175,1623929.2935298036,1057144,1531839.5782190156,166049,169781.40411038903,6675083,6653773.925523108,34641,79649.01984965938,73.0,70.0,66.0,73.0,69.0,98.0,100.0,43.0,38182232.605172455,21282287.325998746,8018601.9456417635,1209779.40005321,1066365.6673167802,177002.48683388386,6390922.333751639,37273.445576435755
2023-06-04,40361247,57848244.130998604,22595294,33925125.39761284,8358404,13195960.961831383,1281927,1886560.0729890137,1178146,1744012.2479472058,178554,182143.09432661894,6732356,6824637.933217116,36566,89804.42307442779,70.0,67.0,63.0,68.0,68.0,98.0,99.0,41.0,38228819.198344685,21318258.570807587,8016517.822451044,1214322.8237117585,1070355.0933871758,177659.3742214706,6394374.64723491,37330.86653074341
2023-06-11,41431478,57771418.26944811,23042071,33866813.46487459,8685503,13196170.659324996,1373411,1879759.8308320132,1196614,1744867.7164502165,185964,181668.6285405454,6908076,6812514.317308508,39839,89623.65211723908,72.0,68.0,66.0,73.0,69.0,102.0,101.0,44.0,38275405.791516915,21354229.815616425,8014433.699260324,1218866.2473703064,1074344.5194575714,178316.2616090573,6397826.96071818,37388.28748505108
2023-06-18,40092238,53241441.45612024,22265740,30894790.816377193,8124838,12139110.03822204,1382086,1649605.8468443234,1233900,1555377.8892566788,169874,170197.23028391367,6878693,6754968.523255318,37107,77391.11188077857,75.0,72.0,67.0,84.0,79.0,100.0,102.0,48.0,38321992.38468914,21390201.060425263,8012349.576069606,1223409.6710288546,1078333.945527967,178973.14899664407,6401279.274201451,37445.708439358736
2023-06-25,39262203,56971974.78127447,21656503,33171607.342766117,8096552,13172476.298525352,1349936,1894244.6488725236,1154397,1738473.678184302,175875,178529.14046984407,6790533,6727068.091885652,38407,89575.58057067459,69.0,65.0,61.0,71.0,66.0,99.0,101.0,43.0,38368578.97786137,21426172.3052341,8010265.452878886,1227953.0946874027,1082323.3715983625,179630.0363842308,6404731.587684721,37503.1293936664
2023-07-02,34334009,50390886.54511075,18644083,28676089.03364633,7172980,11849779.0994166,1080948,1607138.1028294924,951917,1498951.9636734207,158705,162494.91523894342,6294796,6529198.064706214,30580,67235.36559974203,68.0,65.0,61.0,67.0,64.0,98.0,96.0,45.0,38415165.5710336,21462143.55004294,8008181.329688167,1232496.5183459509,1086312.797668758,180286.92377181753,6408183.901167992,37560.55034797406
2023-07-09,38663490,54754695.252859555,21302449,31593136.799252287,8136762,12798524.104678625,1267130,1813731.3406095863,1105139,1676789.912082437,181462,174425.16576244577,6633879,6620741.649303114,36669,77346.2811710575,71.0,67.0,64.0,70.0,66.0,104.0,100.0,47.0,38461752.16420582,21498114.794851776,8006097.206497448,1237039.942004499,1090302.2237391537,180943.81115940426,6411636.214651261,37617.97130228172
2023-07-16,39637426,54799078.824924834,21928918,31575847.08196052,8130966,12856703.931632305,1330196,1812500.1789143558,1152512,1680567.5894043737,180803,174109.68623892256,6878107,6621700.671292134,35924,77649.68548221965,72.0,69.0,63.0,73.0,69.0,104.0,104.0,46.0,38508338.75737805,21534086.039660614,8004013.083306728,1241583.3656630472,1094291.6498095493,181600.69854699099,6415088.528134532,37675.39225658938
