Date,All_sum_tot_postpan,All_sum_tot_prepan,Subways_sum_tot_postpan,Subways_sum_tot_prepan,Buses_sum_tot_postpan,Buses_sum_tot_prepan,LIRR_sum_tot_postpan,LIRR_sum_tot_prepan,Metro_North_sum_tot_postpan,Metro_North_sum_tot_prepan,Access_A_Ride_sum_tot_postpan,Access_A_Ride_sum_tot_prepan,Bridges_and_Tunnels_sum_tot_postpan,Bridges_and_Tunnels_sum_tot_prepan,Staten_Island_Railway_sum_tot_postpan,Staten_Island_Railway_sum_tot_prepan
2022-08-21,34831958,53977809.32455621,18308995,31033563.025966898,7777617,12533077.01468311,1051608,1799783.1308063664,890871,1624000.153749214,150451,174131.46726687724,6620171,6738120.569871128,32245,75133.96221261569
2022-08-28,36025601,56219321.15184781,19031407,32713913.007729284,8090500,13138024.802756727,1159325,1805584.6560160664,892538,1644755.834761981,153713,177594.15373886525,6664079,6658223.029950513,34039,81225.66689437207
2022-09-04,35953049,54294971.42447108,19420225,31455648.914477907,7911244,12913983.249312127,1063287,1628188.6956375316,929285,1517841.5625840714,144018,170396.5282317302,6453459,6530566.324113197,31531,78346.15011451452
2022-09-11,40665615,59083699.61413224,22187776,34522022.306747034,9371915,14132005.224218275,1157872,1859838.0893774673,1037546,1699419.7693818286,164220,182553.39085055108,6704972,6595091.99905825,41314,92768.83449883449
2022-09-18,40430914,59222500.89275563,22512129,34657030.74474982,8957796,14130577.792466894,1157053,1863192.6222604436,1088530,1699287.8205509277,160355,182721.5128481181,6513480,6597018.516109007,41571,92671.88377041637
2022-09-25,37493885,58924890.59968844,20595145,34589186.302379556,8370360,13965130.135136755,1080871,1842216.3467293691,996115,1702914.511299586,154385,184276.23200985102,6258996,6546962.920812187,38013,94204.15132113155
2022-10-02,38987840,58334737.605174854,21600042,34494363.548158154,8602588,13642691.112378966,1151961,1775116.6284949514,1027005,1716787.7542388467,160453,184890.75283302274,6407183,6422864.66435388,38608,98023.14471703662
2022-10-09,38930338,58485939.319706015,21381231,34644060.89842554,8662342,13643225.373888686,1134214,1777345.590113393,1067893,1710317.386834642,157016,184582.92022190307,6490009,6429679.252292207,37633,96727.89792964212
2022-10-16,40361012,58441025.14354186,22374689,34578797.74493842,9056332,13674335.286722107,1146430,1779181.5340611436,1100759,1708077.0490144033,162482,184411.582653349,6482776,6420259.343404309,37544,95962.60274812907
2022-10-23,40714980,58392431.16940842,22699243,34540532.31189031,9107600,13653722.960473774,1117572,1775004.833097307,1048225,1706633.0457050856,164988,184949.86110219877,6540039,6434698.083462944,37313,96890.07367679567
2022-10-30,40592831,57517458.53037348,22860541,33990376.06230123,8993312,13269116.398574565,1139443,1841502.444341373,1061824,1697888.2996510372,166084,190563.50849529143,6329085,6435824.713728547,42542,92187.10328143463
2022-11-06,38880516,52573519.58650721,21682979,30798642.82159331,8503132,12075636.124146061,1138611,1617558.793182764,1049780,1505574.4840011701,160437,179212.99313655074,6307800,6319143.485786797,37777,77750.88466055426
2022-11-13,39860629,57343234.06813051,22248128,33851941.95140376,8826939,13223324.976004388,1122205,1852946.2228315875,1043466,1681575.8718690022,170103,191968.09458850697,6410400,6449980.583663701,39388,91496.36776956267
2022-11-20,32308182,47589315.8916528,17093266,27566603.877689485,6901198,10872636.449480033,1035674,1381454.383981304,956213,1323101.2251212667,135597,166940.59244265995,6155832,6214684.523562157,30402,63894.83937589452
2022-11-27,39036478,56379395.28623609,22084443,33472903.54309112,8507384,12811988.5996105,1092152,1843823.8158304607,1012182,1681710.4497264666,163775,186666.64210233593,6137861,6291456.361006836,38681,90845.87486837487
2022-12-04,40537062,54730116.289975286,23241771,32621023.263402328,8642698,12262809.214028787,1141377,1809294.109726951,1063672,1663324.870348816,167341,180531.03933728344,6241321,6106710.823066224,38882,86422.97006489802
2022-12-11,39707065,54661377.346067734,22548859,32573697.615367778,8395183,12250684.490497554,1140801,1810924.0763842317,1065878,1658997.1540723955,167018,180672.07452160527,6351136,6100061.252239243,38190,86340.6829849231
2022-12-18,34254449,54608628.4294759,18875751,32522025.78333173,7289863,12236104.481254965,1016941,1813898.182599017,895158,1662330.6598861732,153228,180409.01527608227,5990318,6107526.654786696,33190,86333.65234123854
2022-12-25,31109164,49780681.888700284,17194904,29387354.39304536,6074129,11211015.739902798,980883,1577805.8393664616,899990,1469219.4970283248,125978,165036.92405721603,5805878,5897054.569938431,27402,73194.92536169007
2023-01-01,34053223,47363736.58735478,18912263,27426399.930580843,7533755,11254358.067269051,930589,1472258.1159347126,869689,1388241.0271603523,144469,154702.07017002607,5628734,5592624.960974508,33724,75152.41526528902
2023-01-08,37140878,52146493.56138252,20644802,30483061.811201513,8305551,12338907.495104112,1072837,1696030.1665437873,981858,1565058.8328159624,164032,169335.61891565076,5933828,5805322.033334378,37970,88777.60346710347
2023-01-15,35692341,47343391.21749475,19825834,27440397.71587867,7878687,11202989.72555343,981038,1469848.345432244,908391,1387489.360949508,154640,154707.03655463262,5908977,5613025.659983262,34774,74933.37314300243
2023-01-22,37551249,52122030.523367696,21062947,30522687.226948842,8294167,12295695.286165832,1098311,1694868.2646583805,988040,1559920.9271639497,164361,169066.94380002093,5905770,5790958.459288925,37653,88833.4153417444
2023-01-29,37035976,53848855.78643328,20817984,31579579.703389134,8172348,12770610.825760415,1048464,1683290.6480433356,944949,1572116.1749361008,164483,177737.30137956195,5849590,5976797.208917475,38158,88723.92400726351
2023-02-05,39515541,54755756.05528769,22265778,32209470.30580615,8846465,13008961.881908095,1114982,1684978.6337088745,1000985,1571770.7913951012,174532,180298.87189801922,6073626,6012500.4401506875,39173,87775.1304207664
2023-02-12,38993018,54738560.408445105,21911286,32227566.03260433,8600590,12986692.098144839,1106514,1686572.0357252478,1012161,1566756.855732315,170920,180191.2583943834,6154876,6002464.934180538,36671,88317.19366344977
2023-02-19,35098027,49790048.82482805,19432353,28995739.19369514,7561473,11821722.211015636,1007951,1465996.126779133,895149,1388018.3496214633,154702,167348.5169160813,6017052,5876060.465308961,29347,75163.96149164083
2023-02-26,38819844,55964904.90348646,21723801,32786770.099347547,8778299,13362453.055269772,1095616,1739766.698440726,960884,1591844.0867835123,171790,182613.0021793686,6052344,6213229.441428811,37110,88228.52003673055
2023-03-05,39932088,56556513.85924142,22377770,33111963.719706662,8897146,13516383.851278432,1134246,1764227.2815648592,1042686,1607059.8764378836,176636,183375.47086771863,6265007,6285414.763878396,38597,88088.89550746816
2023-03-12,40218214,56655572.621052094,22765660,33219798.433791015,8745172,13514577.723810097,1167363,1764778.9255959573,1037209,1608165.0968009834,173520,183554.75995804797,6291155,6276829.346525645,38135,87868.33457034471
2023-03-19,40063474,56772430.52681606,22443306,33246224.793982107,8861712,13599236.168881146,1168596,1760674.4835973596,1043474,1602956.14332244,175922,183019.5055653114,6331376,6292084.383542756,39088,88235.04792493842
2023-03-26,40387272,56990126.787730224,22703348,33427413.45177929,8908660,13501621.201685106,1152176,1773564.4632043696,1056703,1629058.4174513267,177138,184047.6654984057,6350429,6386102.516972632,38818,88319.07113909394
2023-04-02,39264094,56905396.13459236,22105751,33494646.829981547,8378598,13221603.308859803,1175980,1764293.7582159815,1049769,1678411.8682059983,172721,179807.9415442198,6344047,6477164.498645255,37228,89467.92913955545
2023-04-09,38600754,57021189.83149662,21587211,33573012.774141856,8089537,13256408.076901307,1181083,1760391.9669943417,1102494,1678238.2549566554,169842,180253.68711981602,6434933,6483378.355636992,35654,89506.71574565952
2023-04-16,41151380,56944052.81110785,23132746,33521962.4016044,8892305,13225306.791538868,1200476,1758732.6661035852,1106853,1688031.937017248,178793,180012.18301195296,6600890,6481090.992936872,39317,88915.8388949174
2023-04-23,40739373,56879787.15279404,23140016,33433793.141090173,8751944,13258050.758438233,1201799,1755278.3654665118,1045566,1685496.402853045,176363,179953.9588856267,6383870,6477984.880410885,39815,89229.64564957266
2023-04-30,42273236,58355826.41137989,23998482,34211457.22082558,9085952,13746362.502981666,1220165,1810030.7322516807,1106231,1686381.9693395281,183339,181468.15751919008,6637276,6624792.016025328,41791,95333.81243691906
2023-05-07,42356300,58414043.87763657,23656182,34244950.65838063,9094476,13761358.910399303,1269131,1816239.0596685144,1186333,1684908.8381355878,187912,181308.08589703005,6921370,6629854.825797103,40896,95423.49935840338
2023-05-14,42320392,58357867.431252494,23979723,34252586.29586913,8891290,13695615.471627962,1285463,1812212.9260567299,1165530,1690275.802615259,178400,181511.79051338974,6780201,6630674.847066035,39785,94990.29750398145
2023-05-21,41492301,58406827.959157854,23221740,34284488.689879425,8833013,13731080.515042635,1285344,1806875.8912899576,1220179,1684315.039005951,177677,181213.2477602752,6713549,6623551.687831651,40799,95302.88834795462
2023-05-28,38769182,53267727.4155141,21499716,30903410.234448925,8148374,12305343.959833188,1188175,1623929.2935298036,1057144,1531839.5782190156,166049,169781.40411038903,6675083,6653773.925523108,34641,79649.01984965938
2023-06-04,40361247,57848244.130998604,22595294,33925125.39761284,8358404,13195960.961831383,1281927,1886560.0729890137,1178146,1744012.2479472058,178554,182143.09432661894,6732356,6824637.933217116,36566,89804.42307442779
2023-06-11,41431478,57771418.26944811,23042071,33866813.46487459,8685503,13196170.659324996,1373411,1879759.8308320132,1196614,1744867.7164502165,185964,181668.6285405454,6908076,6812514.317308508,39839,89623.65211723908
2023-06-18,40092238,53241441.45612024,22265740,30894790.816377193,8124838,12139110.03822204,1382086,1649605.8468443234,1233900,1555377.8892566788,169874,170197.23028391367,6878693,6754968.523255318,37107,77391.11188077857
2023-06-25,39262203,56971974.78127447,21656503,33171607.342766117,8096552,13172476.298525352,1349936,1894244.6488725236,1154397,1738473.678184302,175875,178529.14046984407,6790533,6727068.091885652,38407,89575.58057067459
2023-07-02,34334009,50390886.54511075,18644083,28676089.03364633,7172980,11849779.0994166,1080948,1607138.1028294924,951917,1498951.9636734207,158705,162494.91523894342,6294796,6529198.064706214,30580,67235.36559974203
2023-07-09,38663490,54754695.252859555,21302449,31593136.799252287,8136762,12798524.104678625,1267130,1813731.3406095863,1105139,1676789.912082437,181462,174425.16576244577,6633879,6620741.649303114,36669,77346.2811710575
2023-07-16,39637426,54799078.824924834,21928918,31575847.08196052,8130966,12856703.931632305,1330196,1812500.1789143558,1152512,1680567.5894043737,180803,174109.68623892256,6878107,6621700.671292134,35924,77649.68548221965
2023-07-23,39307752,54683072.62970981,21694339,31505091.344685264,8114905,12831224.930037314,1321585,1818674.8626684274,1152310,1676181.8035435362,177419,174222.8601304532,6809861,6600050.801419139,37333,77626.0272256757
2023-07-30,39217900,54213096.723066196,21556397,31146149.754194565,8186467,12649711.354538288,1291223,1802980.4546744765,1165145,1631302.4418025964,182667,174606.0818910075,6798512,6732869.539367941,37489,75477.096597323
2023-08-06,38539113,54064274.34084758,21225473,31074854.31767919,7989592,12583036.336577225,1294573,1799344.3454060268,1102577,1618756.4092128528,182786,174352.596583252,6706852,6738735.32238897,37260,75195.01300006692
2023-08-13,37948343,54013544.74948685,20723604,31009253.88330121,7852318,12599151.612423195,1297253,1798643.8935034273,1120023,1617003.5849714759,181833,174437.4550925237,6737478,6740055.370104278,35834,74998.9500907441
2023-08-20,37048470,54010923.460329145,20260650,31060345.993108235,7626961,12548183.487526007,1252917,1806651.4181460794,1073229,1624468.4273477655,176671,174227.80934993865,6623286,6721855.921205066,34756,75190.40364605296
2023-08-27,38216896,55406972.665810384,20953301,32153956.32047338,7868229,12891581.469626674,1365891,1796363.4813071804,1067887,1637601.5667776102,180679,176116.41478686794,6744687,6673591.559725091,36222,77761.85311358064
2023-09-03,37680905,54233457.339554034,20800837,31413999.567644004,7704605,12897665.451934403,1266360,1626144.1474635636,1092481,1514976.6508336123,172051,170119.97473994855,6611236,6531886.792912635,33335,78664.75402587008
2023-09-10,42116503,59241936.2828861,23723690,34647108.37650763,8865882,14162803.833943833,1367483,1853862.6298600573,1232751,1696904.4680789437,193663,183005.72593294556,6690697,6606078.57897476,42337,92172.66958793839
2023-09-17,41118858,59095359.07544999,23656705,34584524.070964105,8380991,14080722.213010205,1334461,1853845.5665821587,1203729,1701100.1571752564,184107,182904.04766162846,6314928,6599990.399132048,43937,92272.62092458936
2023-09-24,38312512,58946844.47875334,21627148,34547609.69125044,7838158,14008024.095746307,1277945,1849590.851532087,1126917,1693646.639274574,183905,183917.06489533366,6220897,6570377.427929993,37542,93678.70812460381
2023-10-01,41399631,58458648.09890346,23598513,34602126.40014604,8487921,13646450.14551878,1339005,1776808.4046950175,1208801,1714807.34085629,192600,185066.91900274856,6530791,6435857.210755468,42000,97531.67792911695
2023-10-08,40203902,58384828.391583174,22743527,34520851.44578023,8065018,13667705.448252594,1371008,1777866.527721581,1230182,1708904.381785097,186616,185017.51368640875,6566859,6426956.777726461,40692,97526.29663079994
2023-10-15,41780782,58296065.4574917,23916503,34457335.651056685,8406771,13646928.746774545,1377130,1770873.0679280774,1240640,1712884.6954147276,194148,184853.76314388964,6602240,6425709.370557578,43350,97480.16261620139
2023-10-22,42501351,58409208.59224026,24402006,34521459.48516419,8494545,13689686.200992228,1383336,1781180.5774967885,1273040,1712498.7081233552,195823,184899.01192801865,6708829,6422546.205843762,43772,96938.40269192067
2023-10-29,41830016,57649858.26052927,24473398,34044380.5307945,8153446,13384877.733856978,1357787,1819213.9429336572,1243493,1693214.7178219915,193028,188756.67020080355,6365037,6426435.716095293,43827,92978.94882604924
2023-11-05,41088374,52591193.20940141,23575364,30815849.587134782,8108439,12056724.340288814,1384978,1613332.9220741729,1248836,1504033.0052496418,190854,179354.3691659508,6539143,6344517.865325916,40760,77381.1201621327
2023-11-12,41559647,57366736.51297584,23836964,33841849.514538184,8276209,13263110.33234127,1384233,1846685.0269763872,1253494,1684255.917336388,202557,191879.1774535385,6562754,6447438.557725631,43436,91517.98660444607
2023-11-19,33916092,47659324.07189842,18696642,27601539.560346562,6257846,10903678.318094522,1278553,1380518.9218041257,1155070,1324377.1604687418,159704,167021.24961663684,6336597,6218536.981274916,31680,63651.88029292181
2023-11-26,40697014,56907530.94330721,23844423,33694752.58890635,7749697,13045050.491139576,1332666,1863291.4741756832,1207098,1685694.1927133263,196002,189140.5435564326,6325728,6337316.017931944,41400,92285.6348838993
2023-12-03,41804151,54706743.11801322,24529884,32593671.74352218,7953957,12264192.793442046,1400949,1815561.2887486184,1269316,1660939.0418124993,200086,180845.88118838368,6407797,6105083.203855878,42162,86449.16544361647
2023-12-10,41826431,54700841.61760075,24550350,32605649.45631344,7764229,12254816.33451019,1411892,1815011.9918246006,1285551,1654656.9382791766,201903,180654.30457783918,6571217,6103905.154424101,41289,86147.43767139642
2023-12-17,38346936,54684477.70599952,22015160,32566984.736271743,7172593,12273034.578125728,1374112,1811435.7223092942,1208402,1658236.7083368483,192961,180531.88069388253,6346059,6107548.4530358305,37649,86705.62722620352
2023-12-24,31218871,50363029.65135054,17492966,29730865.070390966,5490275,11263394.978005912,1197578,1605998.3688105554,1059598,1491541.821067286,151743,169411.85827143013,5798524,6027587.5584373,28187,74229.9963670972
2023-12-31,32803529,47445209.4125657,18733118,27522168.241991967,6375051,11221856.646447789,1087234,1474496.174778184,957496,1388080.6535676294,157716,154509.28579729772,5459208,5608400.8793607075,33706,75697.5306221287
2024-01-07,37164614,52277364.23291363,21179731,30587676.478017703,7478085,12377436.286732962,1263986,1688977.0249182256,1122590,1569782.9410258026,190300,169286.9378182885,5891183,5795324.130918281,38739,88880.43348236548
2024-01-14,33919445,47396612.3966741,19455200,27462442.15628011,6625936,11230303.231145037,1098855,1469707.7116507008,977392,1389034.3917218314,170509,154930.1365278617,5560479,5615333.378769256,31074,74861.39057929261
2024-01-21,37648314,52198546.06829955,21519786,30521321.797613587,7509416,12373348.126056438,1296788,1692149.3325287846,1145915,1565020.341753102,196703,169477.77005298354,5942537,5788784.458344162,37169,88444.24195048945
2024-01-28,38724952,53523394.16815637,22162309,31389162.64686967,7833519,12668097.691691205,1288542,1684481.403866143,1143009,1567525.7376730596,201831,176860.69602507545,6055817,5948371.008152597,39925,88894.98387862735
2024-02-04,39781685,54765605.6711703,22851442,32235669.976124402,8029417,13003330.622466957,1334713,1686638.625805522,1158345,1567581.914871688,207480,180125.37384364073,6159943,6004532.132075064,40345,87727.02598302717
2024-02-11,36393656,54686906.79050114,21020091,32204194.819647983,7078287,12958516.048800975,1234521,1683838.4194967772,1084492,1567447.0558617404,188754,180272.84683783285,5752566,6004960.153256226,34945,87677.44659960717
2024-02-18,35784223,49898308.59146685,20183794,29078949.258579984,7002984,11855483.898655042,1197366,1462467.5080817507,1048999,1385405.55189113,185625,167775.6721836788,6131953,5873416.758249707,33502,74809.94382555806
2024-02-25,39368945,55547534.70094884,22560799,32665870.618160054,7885379,13174277.9271939,1285046,1719077.8822901237,1128112,1583887.6768908347,205886,182362.52221462748,6264087,6133020.326353768,39636,89037.74784553543
2024-03-03,39593183,56636872.10615371,22735937,33182692.76839246,7860573,13513484.083450396,1338877,1762749.9195103142,1156909,1609052.2146393165,210304,183657.57749259972,6250529,6296764.9148070095,40054,88470.6278616182
2024-03-10,41218716,56668456.29384049,23728394,33202080.35363191,8125446,13537056.291000726,1405114,1757681.352164268,1242152,1611747.674947779,213457,183153.58287670472,6461977,6288763.112287153,42176,87973.92693195093
2024-03-17,39232858,56636667.04750772,22458801,33241411.726678506,7776089,13477575.343417054,1344368,1759996.4558458396,1152136,1607596.6207802203,211415,183369.61069460915,6250235,6278495.562636746,39814,88221.72745473988
2024-03-24,40456435,56729777.76119463,23313466,33267365.69273688,7708597,13539115.204268388,1443177,1760471.6284982623,1220475,1607426.3441895188,210364,183385.48980887423,6521226,6284042.822807605,39130,87970.57888510446
2024-03-31,40248715,56859526.191837095,23390656,33407926.490475606,7656012,13275756.365447959,1353237,1753586.4117524389,1197384,1684969.7435155062,211887,179889.25852336528,6401305,6467730.357255621,38234,89667.56486659712
2024-04-07,40987876,56884659.72687911,23614259,33474777.76950174,7916335,13215885.546872066,1398353,1755510.679643148,1240030,1686952.1844371532,215889,179953.10624739627,6562740,6482137.951895587,40270,89442.4882820261
2024-04-14,41512833,57048259.403143704,23886717,33600679.315698884,8099819,13248579.21825116,1402512,1760166.6028858814,1271000,1684368.1772781634,215414,180178.75416944484,6595842,6484759.072403856,41529,89528.26245630969
2024-04-21,38645671,56847773.69335572,22097118,33383145.84569979,7289664,13270377.116032116,1396498,1757734.6019564369,1260222,1688089.0340709689,200810,180075.56722565126,6364367,6478945.436721173,36992,89406.09164957849
2024-04-28,40395436,57792483.10236464,23290445,33862546.654362306,7768395,13590003.765504349,1381796,1791330.6691473387,1250855,1687758.4992672706,213258,180570.2436872918,6450328,6586894.115365168,40359,93379.1550309154
2024-05-05,41885229,58378575.38689646,24109151,34231170.38282464,7993396,13750009.9109867,1448946,1813146.0965803922,1278354,1689787.0498564544,224521,181473.4036139562,6790332,6617516.608528083,40529,95471.93450624397
2024-05-12,42439178,58243697.01002132,24669129,34115356.16203871,7923105,13713162.359850273,1483202,1813416.3611576767,1324416,1690862.6416460846,219483,181110.78248173877,6777910,6634515.820357809,41933,95272.8824890216
2024-05-19,41470062,58305475.230877,23628153,34197348.3248876,7976445,13704151.270480812,1506321,1809585.969376298,1329401,1686102.6700395257,217119,181419.12447495628,6769756,6631299.040868912,42867,95568.83074889105
2024-05-26,38228738,53508713.21226919,21593211,30998538.58204639,7263323,12544444.529927725,1353721,1597514.6842254892,1170161,1517595.6119127898,199351,170120.08652211286,6611636,6598089.715109271,37335,82410.00252541425
2024-06-02,41929352,57924159.16101165,23977734,33933787.84405201,7947344,13264058.869422816,1534709,1878806.1942959283,1337194,1746742.4172003176,224848,181921.7004089469,6865519,6828683.178603638,42004,90158.95702799506
2024-06-09,41545602,57888122.57685463,23458411,33923504.39541288,8130118,13242064.815949079,1529306,1883994.532193239,1324796,1745422.6421351342,223769,181560.89789379245,6835866,6821135.788318751,43336,90439.50495175472
2024-06-16,39357957,57901210.255166814,21944418,33953089.58638332,7465271,13226188.739312666,1487138,1887318.8995162623,1326449,1741197.6495390716,209428,182323.19646471675,6888360,6821458.174365755,36893,89634.00958502125
2024-06-23,40529223,57864193.4153437,22957201,33894272.39218192,7483617,13248754.866548456,1558427,1883804.8233889192,1340376,1744417.7767366248,218334,182072.70288318934,6930758,6820573.13654298,40510,90297.71706161289
2024-06-30,34305522,50330120.157582074,18823403,28633749.944319714,6618475,11815833.613036096,1253095,1607785.5914981952,1098886,1501475.7632326186,193920,162379.76813905954,6284250,6541412.953312243,33493,67482.52404414212
2024-07-07,38548063,54705564.10403976,21547707,31558875.09785719,7396997,12788035.206389362,1446969,1812051.9241107728,1235496,1674824.061595279,219434,174202.2666506243,6663032,6620110.417254779,38428,77465.13018175277
2024-07-14,38972023,54750892.07707918,21663757,31562172.610569123,7468968,12829320.060532687,1474494,1817037.2724904008,1291545,1674919.2800396506,217240,174226.3758708908,6817615,6615624.486009195,38404,77591.99156723147
2024-07-21,38815589,54808904.61553139,21584002,31641423.277948957,7430002,12816667.812960953,1491298,1815926.682772284,1310009,1677212.1271065518,218606,174393.4077814158,6742724,6605761.840602866,38948,77519.46635836088
2024-07-28,37781843,54552850.692124896,21020717,31398907.635411438,7238263,12741728.190351442,1410716,1815318.4485356123,1212280,1654422.0046104218,217427,175892.37420993982,6644328,6690057.126804726,38112,76524.91220131986
2024-08-04,37299206,54012965.87493569,21003081,31048586.46369176,6942911,12552593.71225266,1408901,1801957.8858323328,1192114,1619335.3812394768,218007,174466.12061716,6496874,6740764.311969772,37318,75261.99933252679
2024-08-11,37407976,53951473.3335609,20869147,30992852.434209265,7099618,12542170.602867993,1434304,1801987.102436514,1176583,1623557.5818737575,220949,174224.7006655843,6570051,6741487.934165031,37324,75192.97734275731
2024-08-18,37682878,54032786.07497097,20927117,31012400.160716426,7055203,12615460.995400378,1481255,1800481.0736296051,1215921,1622657.60684642,216574,174760.79255574994,6749532,6731880.037982685,37276,75145.40783970931
2024-08-25,37743382,54128263.414192386,20825629,31202913.030878305,7252282,12548802.985520227,1551381,1795663.511165479,1187320,1618083.9903744014,215719,173613.87482177615,6675433,6714705.596072174,35618,74480.4253600281
2024-09-01,39043028,54160130.97867519,21914665,31339947.937754914,7724379,12897088.14132229,1448181,1624515.3815782985,1169533,1518871.3468230003,208729,170412.28758457277,6540810,6531050.655243415,36731,78245.22836869906
2024-09-08,44238156,59229988.52769948,25220293,34672073.454962306,9034321,14130323.14144413,1565790,1853343.7956104898,1379825,1702406.2873841259,237290,182563.67286136467,6754141,6596789.457214672,46496,92488.71822238999
2024-09-15,44621088,59202004.7195466,25308401,34628411.013415225,9257380,14144808.763509925,1639052,1857508.605078685,1356945,1695104.2778644655,235263,182677.55756722385,6777515,6600816.220781093,46532,92678.2813299747
2024-09-22,43964078,59193976.398361556,25316910,34669386.31136606,8878954,14095088.421326658,1563075,1848250.2940287115,1380205,1699024.8467527963,227427,183085.6197060688,6550753,6606598.166163571,46754,92542.73901769177
2024-09-29,42483241,58471310.30724716,24034600,34508389.97190656,8765608,13716148.993438356,1515361,1793376.910253835,1351216,1707077.0841304506,230105,184594.0269256736,6541863,6465315.23501398,44488,96408.08557830783
2024-10-06,44565973,58445210.38089706,25389059,34600743.414811224,9169266,13648784.501397114,1607623,1770748.7799840227,1413304,1711485.6724935232,237548,185041.76707700244,6701931,6430069.694713786,47242,98336.55042038554
2024-10-13,43730107,58444531.883137874,25117431,34560740.923075356,8595810,13681646.755837062,1624464,1774049.9498385983,1447622,1714309.3478995112,227141,185000.47395990134,6673584,6431419.96254305,44055,97364.46998439556
2024-10-20,44988633,58448171.72617258,25878763,34566862.785013855,9233931,13670503.33956408,1560150,1773640.0876723432,1412055,1711236.0135320127,234343,184951.2429684623,6622134,6443310.314611373,47257,97667.94281045752
